280.0	2.5361E-26
280.5	1.0917E-21
281.0	6.1253E-21
281.5	2.7479E-19
282.0	2.8346E-18
282.5	1.3271E-17
283.0	6.7646E-17
283.5	1.4614E-16
284.0	4.9838E-15
284.5	2.1624E-14
285.0	8.9998E-14
285.5	6.4424E-13
286.0	2.3503E-12
286.5	1.8458E-11
287.0	7.2547E-11
287.5	3.6618E-10
288.0	2.8061E-09
288.5	9.0651E-09
289.0	3.4978E-08
289.5	1.5368E-07
290.0	5.1454E-07
290.5	1.3303E-06
291.0	3.8965E-06
291.5	1.4425E-05
292.0	4.0789E-05
292.5	7.0414E-05
293.0	1.5760E-04
293.5	4.7095E-04
294.0	9.4558E-04
294.5	1.5965E-03
295.0	3.2246E-03
295.5	8.0206E-03
296.0	1.4737E-02
296.5	2.3312E-02
297.0	3.3187E-02
297.5	6.7912E-02
298.0	1.1127E-01
298.5	1.4270E-01
299.0	2.0323E-01
299.5	3.7386E-01
300.0	4.5631E-01
300.5	5.7207E-01
301.0	9.1926E-01
301.5	1.3201E+00
302.0	1.4570E+00
302.5	2.1910E+00
303.0	3.7332E+00
303.5	4.8044E+00
304.0	5.0973E+00
304.5	6.4675E+00
305.0	8.9336E+00
305.5	1.0186E+01
306.0	1.0150E+01
306.5	1.1568E+01
307.0	1.5246E+01
307.5	1.9468E+01
308.0	2.0753E+01
308.5	2.2750E+01
309.0	2.2298E+01
309.5	2.3672E+01
310.0	2.7826E+01
310.5	3.5879E+01
311.0	4.5392E+01
311.5	4.6156E+01
312.0	5.0898E+01
312.5	5.3766E+01
313.0	5.8323E+01
313.5	5.8999E+01
314.0	6.5266E+01
314.5	7.0476E+01
315.0	7.3686E+01
315.5	6.4833E+01
316.0	6.7088E+01
316.5	8.1118E+01
317.0	9.3020E+01
317.5	9.9712E+01
318.0	9.5815E+01
318.5	1.0005E+02
319.0	1.0971E+02
319.5	1.0693E+02
320.0	1.1277E+02
320.5	1.3305E+02
321.0	1.3414E+02
321.5	1.2817E+02
322.0	1.2200E+02
322.5	1.1970E+02
323.0	1.1623E+02
323.5	1.3393E+02
324.0	1.4852E+02
324.5	1.5467E+02
325.0	1.5504E+02
325.5	1.7936E+02
326.0	2.0868E+02
326.5	2.2162E+02
327.0	2.1834E+02
327.5	2.1285E+02
328.0	1.9773E+02
328.5	2.0675E+02
329.0	2.3297E+02
329.5	2.5864E+02
330.0	2.6192E+02
330.5	2.4103E+02
331.0	2.2835E+02
331.5	2.3635E+02
332.0	2.4508E+02
332.5	2.4655E+02
333.0	2.4263E+02
333.5	2.3265E+02
334.0	2.3823E+02
334.5	2.5434E+02
335.0	2.6477E+02
335.5	2.5894E+02
336.0	2.3813E+02
336.5	2.2099E+02
337.0	2.1767E+02
337.5	2.3434E+02
338.0	2.5321E+02
338.5	2.6549E+02
339.0	2.7096E+02
339.5	2.7847E+02
340.0	2.9659E+02
340.5	2.9674E+02
341.0	2.7932E+02
341.5	2.7853E+02
342.0	2.9121E+02
342.5	3.0296E+02
343.0	3.0857E+02
343.5	2.9246E+02
344.0	2.5352E+02
344.5	2.4439E+02
345.0	2.7854E+02
345.5	2.9761E+02
346.0	2.9132E+02
346.5	2.9747E+02
347.0	3.0318E+02
347.5	2.9351E+02
348.0	2.9306E+02
348.5	2.9884E+02
349.0	2.8864E+02
349.5	2.9720E+02
350.0	3.2913E+02
