6.278839e+15 1.02639e+01+5.93138e+00i
5.938901e+15 1.08693e+01+3.52788e+00i
5.633882e+15 1.02494e+01+1.41729e+00i
5.358664e+15 9.05835e+00+3.81860e-01i
5.109082e+15 8.11816e+00+6.94943e-02i
4.881715e+15 7.52026e+00+1.26753e-02i
4.673722e+15 7.12917e+00+2.67635e-03i
4.482728e+15 6.84938e+00+6.46158e-04i
4.306732e+15 6.63659e+00+1.74789e-04i
4.144033e+15 6.46822e+00+5.20930e-05i
3.993180e+15 6.33139e+00+1.71288e-05i
3.852924e+15 6.21773e+00+6.08523e-06i
3.722186e+15 6.12182e+00+2.32361e-06i
3.600029e+15 6.03983e+00+9.49939e-07i
3.485636e+15 5.96891e+00+4.09619e-07i
3.378288e+15 5.90705e+00+1.87024e-07i
3.277355e+15 5.85260e+00+8.93878e-08i
3.182278e+15 5.80436e+00+4.45622e-08i
3.092562e+15 5.76135e+00+2.30496e-08i
3.007766e+15 5.72279e+00+1.23026e-08i
2.927496e+15 5.68804e+00+6.70670e-09i
2.851399e+15 5.65655e+00+3.67165e-09i
2.779158e+15 5.62794e+00+1.98810e-09i
2.710487e+15 5.60180e+00+1.00749e-09i
2.645128e+15 5.57786e+00+4.23220e-10i
2.582846e+15 5.55585e+00+6.10116e-11i
2.523430e+15 5.53556e+00+0.00000e+00i
2.466687e+15 5.51679e+00+0.00000e+00i
2.412439e+15 5.49937e+00+0.00000e+00i
2.360525e+15 5.48319e+00+0.00000e+00i
2.310799e+15 5.46810e+00+0.00000e+00i
2.263125e+15 5.45400e+00+0.00000e+00i
2.217378e+15 5.44080e+00+0.00000e+00i
2.173444e+15 5.42841e+00+0.00000e+00i
2.131217e+15 5.41676e+00+0.00000e+00i
2.090600e+15 5.40577e+00+0.00000e+00i
2.051502e+15 5.39541e+00+0.00000e+00i
2.013839e+15 5.38561e+00+0.00000e+00i
1.977535e+15 5.37633e+00+0.00000e+00i
1.942516e+15 5.36751e+00+0.00000e+00i
1.908716e+15 5.35914e+00+0.00000e+00i
1.876071e+15 5.35116e+00+0.00000e+00i
1.844525e+15 5.34356e+00+0.00000e+00i
1.814022e+15 5.33629e+00+0.00000e+00i
1.784512e+15 5.32935e+00+0.00000e+00i
1.755946e+15 5.32269e+00+0.00000e+00i
1.728281e+15 5.31631e+00+0.00000e+00i
1.701474e+15 5.31019e+00+0.00000e+00i
1.675485e+15 5.30429e+00+0.00000e+00i
1.650279e+15 5.29862e+00+0.00000e+00i
1.625820e+15 5.29315e+00+0.00000e+00i
1.602075e+15 5.28787e+00+0.00000e+00i
1.579014e+15 5.28277e+00+0.00000e+00i
1.556607e+15 5.27783e+00+0.00000e+00i
1.534827e+15 5.27305e+00+0.00000e+00i
1.513649e+15 5.26841e+00+0.00000e+00i
1.493046e+15 5.26390e+00+0.00000e+00i
1.472998e+15 5.25953e+00+0.00000e+00i
1.453480e+15 5.25527e+00+0.00000e+00i
1.434473e+15 5.25112e+00+0.00000e+00i
1.415957e+15 5.24708e+00+0.00000e+00i
1.397912e+15 5.24313e+00+0.00000e+00i
1.380322e+15 5.23928e+00+0.00000e+00i
1.363169e+15 5.23552e+00+0.00000e+00i
1.346437e+15 5.23183e+00+0.00000e+00i
1.330111e+15 5.22822e+00+0.00000e+00i
1.314176e+15 5.22468e+00+0.00000e+00i
1.298618e+15 5.22121e+00+0.00000e+00i
1.283424e+15 5.21780e+00+8.82950e-314i
1.268582e+15 5.21445e+00+9.53558e-305i
1.254079e+15 5.21116e+00+5.80721e-296i
1.239904e+15 5.20791e+00+2.04141e-287i
1.226045e+15 5.20472e+00+4.14103e-279i
1.212494e+15 5.20157e+00+4.89811e-271i
1.199238e+15 5.19847e+00+3.37099e-263i
1.186269e+15 5.19540e+00+1.32533e-255i
1.173578e+15 5.19238e+00+2.80216e-248i
1.161155e+15 5.18939e+00+2.37552e-241i
1.148993e+15 5.18643e+00+7.73833e-237i
1.137082e+15 5.18350e+00+6.44139e-230i
1.125416e+15 5.18061e+00+3.17027e-223i
1.113987e+15 5.17774e+00+8.29809e-217i
1.102788e+15 5.17489e+00+5.51089e-211i
1.091812e+15 5.17207e+00+9.57098e-207i
1.081052e+15 5.16927e+00+1.04423e-200i
1.070502e+15 5.16650e+00+5.20632e-195i
1.060156e+15 5.16374e+00+1.92250e-191i
1.050008e+15 5.16100e+00+8.07394e-186i
1.040053e+15 5.15827e+00+1.53043e-180i
1.030285e+15 5.15556e+00+3.27903e-177i
1.020698e+15 5.15286e+00+5.11076e-172i
1.011288e+15 5.15018e+00+2.30494e-167i
1.002050e+15 5.14751e+00+5.41321e-164i
9.929793e+14 5.14485e+00+2.64188e-159i
9.840713e+14 5.14219e+00+2.37755e-156i
9.753217e+14 5.13955e+00+8.41972e-152i
9.667263e+14 5.13691e+00+4.75163e-149i
9.582811e+14 5.13429e+00+1.11266e-144i
9.499822e+14 5.13166e+00+4.48241e-142i
9.418258e+14 5.12904e+00+6.71602e-138i
8.562053e+14 5.12904e+00+6.71602e-138i
